loan_id,borrower_id,loan_amount,loan_term,interest_rate,monthly_payment,loan_purpose,employment_length,housing,annual_income,debt_to_income,Default
571250,47582406,16000, 60 months,12.69,361.52,home_improvement,3 years,yes,75000,20.18,0
1390673,76374319,30000, 36 months,5.32,903.45,home_improvement,10+ years,yes,61000,18.66,0
766444,106987030,4000, 36 months,8.24,125.79,other,10+ years,no,50000,19.22,0
1618200,70060834,5000, 36 months,11.48,164.84,credit_card,1 year,yes,47840,32.71,0
1383227,77506460,6000, 36 months,8.39,189.1,credit_card,< 1 year,no,36000,7.27,0
1250187,116635647,5000, 36 months,12.62,167.56,debt_consolidation,1 year,yes,34000,22.8,0
937978,2905651,18000, 60 months,15.8,435.82,debt_consolidation,8 years,no,60000,14.1,0
693877,38351811,12175, 36 months,18.54,443.47,debt_consolidation,9 years,yes,43000,29.08,0
294616,67378104,25000, 60 months,8.38,511.47,debt_consolidation,10+ years,yes,78000,32.69,0
681140,38902487,10000, 36 months,13.66,340.13,debt_consolidation,8 years,no,24678,12.99,0
666975,39967869,16000, 36 months,9.49,512.46,home_improvement,10+ years,yes,53000,15.85,0
1174033,85007136,2000, 36 months,13.49,67.87,moving,< 1 year,no,16000,7.13,0
1099313,88973599,30000, 60 months,22.39,835.24,debt_consolidation,6 years,yes,78000,15.34,0
1254496,115400261,35000, 60 months,16.02,851.51,debt_consolidation,< 1 year,yes,48000,49.3,0
162914,15480166,8225, 36 months,14.49,283.08,debt_consolidation,6 years,no,55000,23.87,0
166435,15629863,6000, 36 months,16.59,212.7,small_business,3 years,yes,63000,16.57,0
1373802,76254717,15400, 36 months,5.32,463.77,credit_card,< 1 year,yes,65000,20.73,0
806394,10067038,5000, 36 months,11.99,166.05,debt_consolidation,5 years,no,42000,18.79,1
47108,31297584,8000, 36 months,7.69,249.55,debt_consolidation,< 1 year,yes,56763,28.1,0
1473080,92291325,15000, 36 months,11.44,494.22,debt_consolidation,10+ years,yes,50000,12.55,0
81458,26179045,35000, 60 months,23.43,995.34,debt_consolidation,10+ years,yes,170000,14.23,0
384887,61902967,6300, 36 months,14.65,217.32,debt_consolidation,< 1 year,no,21000,14.34,0
1444696,94126410,5025, 36 months,16.99,179.13,credit_card,4 years,no,25000,19.35,0
634544,42433955,35000, 36 months,16.55,1240.03,debt_consolidation,10+ years,yes,127500,11.97,0
1061747,96678545,7550, 36 months,18.99,276.72,home_improvement,8 years,yes,85000,16,0
513399,53734251,12000, 36 months,7.89,375.43,debt_consolidation,8 years,yes,45000,19.57,0
1551679,74552548,4500, 36 months,17.27,161.05,other,10+ years,no,46000,14.84,0
1467388,92799188,10000, 60 months,15.99,243.13,debt_consolidation,7 years,yes,31000,19.16,0
568803,48091022,9025, 36 months,13.33,305.53,debt_consolidation,7 years,yes,49000,34.12,1
75907,27531067,16000, 36 months,12.49,535.19,debt_consolidation,10+ years,no,65000,28.79,1
1368169,77419727,7200, 36 months,11.47,237.33,credit_card,4 years,yes,35000,22.33,0
484804,56027215,16000, 60 months,19.99,423.82,debt_consolidation,1 year,yes,115000,8.64,0
1438067,94208491,4700, 36 months,5.32,141.54,car,4 years,yes,72400,20.89,0
1621859,69882238,30000, 60 months,11.48,659.48,debt_consolidation,10+ years,yes,80000,27.17,0
510313,53734306,13000, 36 months,6.24,396.91,debt_consolidation,7 years,yes,45000,21.68,0
400,37621626,4000, 36 months,15.99,140.61,moving,5 years,no,65000,8.2,0
1421761,94436987,11500, 36 months,25.49,460.23,other,9 years,yes,50400,12.81,0
451642,58150410,11000, 60 months,19.19,286.5,home_improvement,,yes,40000,24.69,0
753100,108371359,20000, 36 months,9.44,640.1,debt_consolidation,10+ years,yes,85000,6.82,0
1101882,90155254,15000, 36 months,12.79,503.9,credit_card,2 years,no,50000,10.34,0
741491,109988657,6000, 36 months,16.02,211.01,debt_consolidation,10+ years,yes,48880,20.16,0
768352,105937906,9000, 36 months,14.99,311.95,debt_consolidation,10+ years,yes,98000,20.48,0
539128,51075121,19200, 60 months,16.55,472.54,credit_card,10+ years,no,40000,19.83,0
27549,34412600,19200, 36 months,8.67,607.62,credit_card,2 years,no,51230,30.48,0
829155,8646522,17000, 36 months,8.9,539.81,debt_consolidation,8 years,yes,55000,11.19,0
1606254,70563194,25600, 36 months,7.89,800.92,debt_consolidation,10+ years,no,110000,15.99,0
867009,6646111,4000, 36 months,13.68,136.09,debt_consolidation,10+ years,yes,80000,11.13,0
833990,8356215,23850, 60 months,21.7,654.65,debt_consolidation,4 years,yes,85000,29.31,0
92698,24815359,6000, 36 months,12.99,202.14,car,3 years,yes,105000,11.99,0
1308375,112076715,6000, 36 months,16.02,211.01,debt_consolidation,10+ years,yes,37500,21.09,0
223913,10716568,11000, 60 months,17.57,276.77,debt_consolidation,7 years,yes,37960,8.13,0
526053,51868570,15950, 36 months,19.99,592.68,debt_consolidation,,yes,38000,27.07,1
668264,39817630,5000, 36 months,12.39,167.01,other,3 years,yes,52000,11.88,0
281843,68132709,22900, 60 months,15.77,554.09,debt_consolidation,1 year,yes,60000,17.57,0
1425669,94487014,10000, 36 months,14.99,346.61,debt_consolidation,1 year,yes,33000,12.8,0
1615498,70081998,8000, 36 months,11.48,263.74,debt_consolidation,4 years,no,25000,8.93,0
1585994,71916586,19375, 36 months,12.99,652.73,credit_card,6 years,no,56000,34.08,1
312433,66240934,10000, 36 months,5.32,301.15,home_improvement,5 years,yes,150000,7.11,0
185632,13407101,10000, 36 months,15.61,349.65,debt_consolidation,10+ years,no,87450,1.7,0
45000,31437728,3500, 36 months,12.49,117.08,moving,10+ years,yes,133000,23.07,0
515724,53674240,10000, 36 months,12.69,335.45,credit_card,,no,55000,24.26,0
641183,41247128,14750, 60 months,24.99,432.85,medical,3 years,no,41000,19.79,0
462752,57235394,10000, 36 months,8.18,314.2,debt_consolidation,,no,36540,33.83,0
1118636,88840642,10000, 36 months,8.59,316.1,debt_consolidation,10+ years,yes,73000,29.46,0
111047,21289886,14650, 60 months,20.2,389.77,debt_consolidation,2 years,yes,110000,17.4,1
1541348,74506858,16200, 36 months,14.46,557.31,debt_consolidation,1 year,no,45000,5.84,1
971568,1402226,24925, 36 months,10.16,806.14,debt_consolidation,10+ years,yes,90000,31.13,0
1382060,77446403,15500, 60 months,12.99,352.6,major_purchase,6 years,yes,95000,19.74,0
170372,15249197,7550, 36 months,11.99,250.74,credit_card,< 1 year,no,32776,26.8,0
1025266,100103906,8000, 36 months,12.74,268.56,credit_card,10+ years,yes,29000,10.8,0
75568,27199965,21600, 60 months,18.24,551.33,home_improvement,4 years,yes,68000,10.27,0
101697,21029548,15000, 60 months,14.49,352.85,home_improvement,7 years,yes,105000,14.87,0
1616628,69636162,16000, 36 months,11.48,527.47,debt_consolidation,10+ years,yes,80000,10.59,0
1453824,93710718,9600, 36 months,7.49,298.58,debt_consolidation,10+ years,no,46000,8.17,0
1117489,88991226,30000, 60 months,12.79,679.38,credit_card,10+ years,yes,114000,27.11,0
144060,18004921,35000, 36 months,12.99,1179.12,debt_consolidation,,yes,92000,15.72,0
949691,1696281,10000, 36 months,16.29,353.01,debt_consolidation,6 years,yes,96200,13.11,0
1379678,77360980,15000, 36 months,18.25,544.17,home_improvement,10+ years,yes,110000,33.25,0
1211335,118284699,13600, 36 months,16.02,478.27,debt_consolidation,10+ years,yes,62000,26.44,0
909886,4298738,35000, 60 months,21.98,966.27,home_improvement,3 years,yes,600000,4.43,0
193285,13007394,7500, 36 months,7.62,233.72,credit_card,9 years,yes,60000,19.13,0
783528,105233365,25000, 60 months,22.74,701.04,debt_consolidation,1 year,no,93000,15.72,0
1040716,98845320,10000, 36 months,15.99,351.53,debt_consolidation,,yes,45000,22.04,0
1341210,79144500,16500, 60 months,11.99,366.96,debt_consolidation,< 1 year,no,93800,12.15,1
313341,65782157,24000, 36 months,7.89,750.86,debt_consolidation,2 years,yes,150000,18.34,0
870494,6548694,20000, 36 months,11.55,660,debt_consolidation,10+ years,yes,135000,22.52,0
57687,29715654,28750, 36 months,12.49,961.66,debt_consolidation,5 years,yes,102000,16.59,0
194395,12325873,2600, 36 months,13.65,88.43,credit_card,7 years,yes,135000,13.28,0
953837,1608428,13200, 36 months,14.33,453.27,debt_consolidation,8 years,yes,103000,14.47,0
765432,108033251,20000, 60 months,12.62,451.19,debt_consolidation,4 years,yes,76000,14.81,0
915561,3917519,15000, 60 months,21.49,409.95,credit_card,10+ years,yes,42000,16.23,1
111803,21180240,21200, 60 months,19.52,556.03,debt_consolidation,3 years,yes,53000,21.67,0
1453311,93533853,20000, 36 months,11.49,659.43,debt_consolidation,10+ years,yes,72000,20.9,0
368874,63185835,29000, 60 months,13.33,664.75,debt_consolidation,10+ years,yes,128000,33.99,0
1430765,94109307,35000, 36 months,7.49,1088.56,home_improvement,10+ years,yes,750000,11.38,0
21683,34763604,25000, 36 months,14.31,858.21,credit_card,6 years,yes,90000,29.65,1
1286511,113130085,21000, 36 months,7.35,651.79,debt_consolidation,6 years,yes,160000,21.15,0
473917,55920702,5000, 36 months,14.65,172.48,small_business,3 years,yes,100000,18.61,0
1132370,88006482,14000, 60 months,22.39,389.78,debt_consolidation,6 years,no,110000,12.23,1
1020796,99956264,20000, 36 months,7.24,619.74,debt_consolidation,10+ years,no,110000,6.28,0
1634085,68694228,32000, 60 months,14.85,758.77,credit_card,10+ years,yes,92000,23.78,0
1055508,97316528,24000, 36 months,7.99,751.97,credit_card,2 years,yes,120000,23.46,0
1065804,96722815,12000, 36 months,11.44,395.37,debt_consolidation,10+ years,yes,52000,11.84,0
1596753,70935659,8000, 36 months,9.16,255,other,10+ years,yes,125000,3.11,0
1012400,101538520,6000, 36 months,14.99,207.97,other,< 1 year,yes,52000,23.47,0
886963,5762244,4000, 36 months,12.12,133.09,debt_consolidation,,yes,57000,29.49,0
333082,65591385,10000, 36 months,11.49,329.72,debt_consolidation,7 years,no,45000,18.91,0
339512,65422340,21000, 60 months,13.67,485.05,debt_consolidation,3 years,no,45686,31.73,0
1108702,89023416,7000, 36 months,9.49,224.2,home_improvement,10+ years,yes,22000,12.71,0
673989,39669993,9000, 36 months,14.99,311.95,debt_consolidation,4 years,yes,40000,17.36,0
597997,46044192,15600, 36 months,6.92,481.12,credit_card,7 years,no,51000,12.5,0
1435681,94090721,10000, 36 months,11.44,329.48,debt_consolidation,,no,48000,30.67,0
407141,60791670,13000, 60 months,14.65,306.89,debt_consolidation,10+ years,no,45000,12.61,0
281540,68464332,9025, 36 months,13.99,308.41,debt_consolidation,10+ years,no,58000,24.85,0
228758,10555802,35000, 36 months,13.98,1195.88,debt_consolidation,6 years,yes,137400,19.57,1
1490793,91654965,7200, 36 months,11.49,237.4,debt_consolidation,10+ years,yes,70000,14.41,0
1070714,96593633,16000, 60 months,14.99,380.56,credit_card,10+ years,yes,90000,13.57,0
419239,60495119,15000, 36 months,7.26,464.95,debt_consolidation,2 years,yes,205000,9.3,0
867097,6624886,15000, 36 months,16.78,533.15,debt_consolidation,10+ years,yes,86000,11.28,0
1411726,95983268,1000, 36 months,11.39,32.93,other,9 years,yes,60000,27.54,0
793343,104774338,15000, 36 months,14.99,519.91,debt_consolidation,10+ years,yes,96000,27.88,0
1517889,75981866,15400, 36 months,5.32,463.77,major_purchase,6 years,yes,80000,1.01,0
991088,1102326,11900, 36 months,8.9,377.87,debt_consolidation,,yes,33228,25.35,0
1353981,79091647,30000, 36 months,10.75,978.62,credit_card,10+ years,no,105000,3.33,0
112848,21301776,28000, 60 months,17.57,704.49,debt_consolidation,2 years,yes,155000,18.57,0
1527390,75597828,22500, 60 months,19.99,595.99,debt_consolidation,10+ years,yes,78000,20.82,1
1270330,114174553,15000, 36 months,9.44,480.08,debt_consolidation,9 years,no,76198,20.76,0
1000646,99647583,9600, 36 months,11.49,316.53,debt_consolidation,< 1 year,no,40000,24.12,0
253164,715030,3500, 36 months,5.79,106.15,home_improvement,< 1 year,yes,140000,6.15,0
629744,41299761,2400, 36 months,10.99,78.57,other,10+ years,yes,45000,16.21,0
384101,62083227,27000, 60 months,8.18,549.8,debt_consolidation,10+ years,yes,107000,23.04,0
819034,8960382,19000, 60 months,15.1,453.01,debt_consolidation,,yes,110000,23.24,0
1036330,98727605,20000, 36 months,11.44,658.95,credit_card,6 years,yes,65000,32.57,0
599175,45584531,22000, 60 months,13.99,511.79,debt_consolidation,1 year,no,110000,7.27,0
610169,44429367,16000, 60 months,20.49,428.28,debt_consolidation,10+ years,yes,62000,19.05,1
1279119,113092805,6400, 36 months,11.99,212.55,debt_consolidation,10+ years,no,48000,16.75,0
853174,7074353,5000, 36 months,19.52,184.6,debt_consolidation,3 years,no,63750,6.49,0
39594,32458914,3975, 36 months,14.99,137.78,home_improvement,10+ years,yes,33900,20.46,1
1350085,79642556,12000, 36 months,11.99,398.52,credit_card,10+ years,no,110000,21.46,0
422281,60235963,6000, 36 months,13.33,203.12,other,2 years,no,42000,15.97,0
1081019,96405687,3000, 36 months,10.49,97.5,credit_card,2 years,yes,70000,31.67,0
612612,44036869,6000, 36 months,6.68,184.39,other,6 years,no,150000,14.81,0
598288,46044289,14025, 36 months,8.18,440.66,debt_consolidation,7 years,no,43000,12.22,0
1478891,92359662,20000, 36 months,16.99,712.96,debt_consolidation,9 years,no,100000,15.91,1
664463,39700579,15000, 60 months,9.49,314.96,credit_card,5 years,yes,100000,4,0
1399157,76131219,40000, 36 months,6.49,1225.78,credit_card,10+ years,yes,300000,13.86,0
1017898,101053163,4000, 36 months,15.99,140.61,debt_consolidation,10+ years,no,43000,8.15,0
1045822,96995602,35000, 36 months,14.99,1213.12,debt_consolidation,10+ years,yes,365000,5.46,0
791968,104241687,6000, 36 months,12.74,201.42,major_purchase,10+ years,no,75000,21.87,0
203021,12457773,35000, 36 months,21.99,1336.49,credit_card,4 years,no,92000,22.33,0
12974,35733944,9600, 36 months,11.99,318.82,debt_consolidation,6 years,no,90000,18.12,0
1434565,94334082,36000, 36 months,7.49,1119.66,debt_consolidation,,yes,80000,12.18,0
712124,110998388,6600, 36 months,5.32,198.76,debt_consolidation,10+ years,yes,54000,17.67,0
937038,3005280,10000, 36 months,15.8,350.59,debt_consolidation,10+ years,yes,48000,20.98,0
166237,15429863,25000, 60 months,18.25,638.25,debt_consolidation,10+ years,no,65000,24,0
912791,4175200,5750, 36 months,14.33,197.45,debt_consolidation,3 years,no,60924,24.27,1
1092777,90230543,16500, 36 months,11.49,544.03,debt_consolidation,10+ years,no,60000,19.74,0
1634322,69008021,21000, 36 months,7.91,657.2,debt_consolidation,8 years,no,120000,23.92,1
94991,23936191,8000, 36 months,12.99,269.52,debt_consolidation,10+ years,yes,46393,33.65,0
242872,878233,14400, 36 months,11.71,476.3,credit_card,8 years,yes,88000,17.5,0
755,37641220,28000, 60 months,11.44,614.95,debt_consolidation,1 year,yes,135000,24.93,0
892630,5609105,8000, 36 months,17.27,286.3,debt_consolidation,7 years,yes,38000,19.42,1
1217079,118606555,16000, 60 months,9.93,339.41,debt_consolidation,1 year,no,72000,15.95,0
266738,500440,12000, 36 months,7.88,375.37,debt_consolidation,10+ years,yes,80000,11.13,1
127353,17724765,11000, 60 months,17.57,276.77,debt_consolidation,7 years,yes,60000,17.36,1
1623006,68466408,10000, 36 months,9.17,318.79,major_purchase,8 years,yes,55000,5.21,0
394156,61541132,16000, 36 months,9.99,516.2,credit_card,7 years,no,65000,26.88,0
4194,37297153,10000, 36 months,11.99,332.1,home_improvement,10+ years,yes,60000,24.14,0
185239,13497296,16000, 36 months,12.49,535.19,debt_consolidation,4 years,yes,75000,29.26,0
586433,46396327,14400, 36 months,10.99,471.37,debt_consolidation,4 years,no,57941,29.33,0
292569,67408842,12000, 36 months,11.22,394.12,debt_consolidation,10+ years,yes,60000,27.34,1
1527743,75567758,2000, 36 months,5.32,60.23,debt_consolidation,3 years,no,28000,16.33,0
172873,14480233,18000, 36 months,6.62,552.67,credit_card,10+ years,yes,96000,19.77,0
1629308,69226671,11150, 36 months,13.99,381.03,other,7 years,no,70000,4.97,0
990492,1093987,20050, 60 months,10.65,432.45,major_purchase,9 years,no,43000,13.7,0
544616,50506381,8500, 36 months,17.57,305.47,debt_consolidation,,no,31849.8,33.63,0
144040,18354363,30000, 60 months,16.29,734.18,debt_consolidation,4 years,yes,128000,20.02,0
407007,60973451,8000, 36 months,10.99,261.88,home_improvement,10+ years,yes,70000,16.08,0
92763,24484944,4000, 36 months,13.35,135.46,debt_consolidation,4 years,yes,85000,28.12,0
1347526,79043044,9900, 36 months,13.67,336.78,debt_consolidation,5 years,no,62000,12.35,0
1338781,79602063,6600, 36 months,8.39,208.01,other,5 years,yes,65000,24.41,0
1498371,91238288,5000, 36 months,15.59,174.78,credit_card,10+ years,yes,110000,31.05,0
1182786,83879959,20000, 60 months,28.88,633.38,other,4 years,yes,91000,14.51,0
66717,28613524,14400, 60 months,16.29,352.41,debt_consolidation,9 years,yes,45000,37.47,0
1301024,112656649,15000, 36 months,10.42,486.98,debt_consolidation,,yes,75000,26.58,0
1023396,99955196,17400, 36 months,16.99,620.28,debt_consolidation,10+ years,yes,79900,21.78,0
168758,15309695,10000, 60 months,16.59,246.33,debt_consolidation,10+ years,yes,50000,13.83,0
295733,67296718,5600, 36 months,18.49,203.84,debt_consolidation,,no,14000,28.04,1
1348737,79632515,7200, 36 months,18.25,261.21,credit_card,< 1 year,no,36000,45.77,0
1080338,96433914,16475, 60 months,21.49,450.26,debt_consolidation,10+ years,yes,38782,18.94,0
1559148,73905248,13500, 36 months,9.16,430.31,debt_consolidation,1 year,yes,58000,16.08,0
1434036,94426267,5000, 36 months,11.44,164.74,debt_consolidation,7 years,yes,85000,15.42,0
587269,46640429,30000, 60 months,15.61,723.34,home_improvement,10+ years,yes,105000,16.21,0
397154,60884785,9000, 36 months,16.55,318.87,debt_consolidation,2 years,yes,37000,10.28,0
530687,51606132,9375, 36 months,16.99,334.2,credit_card,2 years,no,37000,26.53,0
192427,12938042,22400, 60 months,17.57,563.59,debt_consolidation,10+ years,no,145000,7.67,0
787786,106115670,30000, 36 months,7.49,933.05,debt_consolidation,10+ years,no,114000,23.29,0
1549009,74674890,8000, 36 months,9.75,257.2,debt_consolidation,3 years,no,30000,26.04,1
193576,12927195,18425, 36 months,12.49,616.3,debt_consolidation,10+ years,yes,44139,17.48,0
1059861,97313477,15000, 60 months,16.99,372.71,debt_consolidation,10+ years,yes,108000,8.5,0
740356,109320921,12000, 60 months,25.82,358.01,debt_consolidation,,no,15600,126.38,1
380340,61792638,21000, 60 months,16.55,516.84,credit_card,4 years,no,97000,21.29,0
1180158,84486703,11750, 60 months,26.49,355.22,credit_card,2 years,no,28000,23.37,0
100755,23743444,15000, 36 months,12.49,501.74,credit_card,10+ years,yes,87000,10.47,0
75690,27531184,13200, 60 months,19.52,346.21,debt_consolidation,10+ years,yes,58000,16.93,0
715537,108781813,10000, 36 months,17.09,356.98,debt_consolidation,4 years,no,45000,27.81,0
940478,2486122,12900, 36 months,7.62,401.99,debt_consolidation,10+ years,no,102000,12.33,0
106718,22462237,25000, 60 months,12.49,562.33,credit_card,10+ years,no,60000,24.64,1
512078,51996358,31100, 36 months,9.17,991.44,credit_card,< 1 year,yes,135000,15.87,1
864117,6719060,20000, 36 months,10.64,651.37,debt_consolidation,10+ years,yes,54000,19.05,0
136871,19146532,25000, 36 months,14.49,860.41,credit_card,< 1 year,no,75000,23.92,1
302466,66525054,14000, 36 months,11.22,459.81,credit_card,4 years,yes,75000,14.41,1
1347635,78348604,7600, 36 months,12.99,256.04,debt_consolidation,,yes,19027.2,41.58,0
796809,104152393,30000, 36 months,12.74,1007.07,major_purchase,< 1 year,yes,125000,29.57,0
1059744,97012558,20000, 36 months,30.49,854.41,debt_consolidation,10+ years,yes,65000,17.12,0
1482014,91042981,15000, 36 months,11.39,493.86,credit_card,10+ years,yes,180000,6.04,0
948920,1854631,7200, 36 months,15.8,252.43,credit_card,10+ years,no,77300.08,11.43,0
1423396,95247501,25000, 36 months,18.99,916.28,debt_consolidation,10+ years,yes,60000,14.04,0
1532196,74845826,8000, 36 months,10.75,260.97,debt_consolidation,10+ years,yes,51000,31.65,0
919340,3365975,23850, 36 months,7.9,746.28,debt_consolidation,5 years,no,53000,3.85,0
154951,16431798,5750, 36 months,13.35,194.72,debt_consolidation,,no,13740,20.61,0
1560015,73723821,25000, 36 months,6.49,766.12,credit_card,10+ years,yes,58700,23.53,0
1471502,92360336,2475, 36 months,15.99,87.01,debt_consolidation,3 years,yes,28800,28.13,0
576870,46757067,4000, 36 months,6.39,122.4,home_improvement,10+ years,yes,38000,12.92,0
92142,24534902,15000, 60 months,14.49,352.85,debt_consolidation,3 years,no,48000,18.35,0
70346,28332807,12000, 36 months,8.39,378.2,debt_consolidation,< 1 year,yes,63000,23.18,0
534295,51386797,1500, 36 months,11.53,49.49,debt_consolidation,2 years,no,84000,15.63,0
52145,30636036,21600, 36 months,6.03,657.41,home_improvement,10+ years,yes,191000,21.89,1
491228,55350583,35000, 36 months,9.17,1115.77,credit_card,10+ years,yes,400000,14,0
824425,8846005,8400, 36 months,13.67,285.75,debt_consolidation,10+ years,yes,42000,15.14,0
459617,57247226,28000, 60 months,17.86,708.89,debt_consolidation,3 years,yes,110000,21.98,0
839113,8014858,21200, 36 months,15.1,735.95,debt_consolidation,10+ years,no,60000,29.3,1
263261,545262,4500, 36 months,7.14,139.24,major_purchase,3 years,yes,45000,14.27,0
816165,9198625,17000, 36 months,9.67,545.92,debt_consolidation,3 years,no,41070,32.99,0
1145210,86972987,30000, 60 months,14.49,705.7,debt_consolidation,10+ years,yes,112000,18.85,0
1521382,75850315,8000, 36 months,7.89,250.29,credit_card,3 years,yes,46000,18.42,0
1566368,73629091,20000, 60 months,10.75,432.36,debt_consolidation,< 1 year,yes,67000,6.41,0
688359,38657383,16000, 60 months,12.99,363.97,credit_card,6 years,yes,70000,21.2,0
247068,815157,11000, 36 months,5.42,331.76,major_purchase,10+ years,yes,75000,12.02,0
785486,105699896,10000, 36 months,11.49,329.72,debt_consolidation,10+ years,no,106000,18.82,0
341071,63742386,22875, 36 months,16.55,810.45,debt_consolidation,3 years,no,52000,19.96,0
905529,4569221,10000, 36 months,7.62,311.62,credit_card,6 years,yes,74000,17.92,0
645744,41131157,28000, 60 months,9.99,594.78,credit_card,3 years,no,140000,23.31,0
902894,3349773,20000, 36 months,8.9,635.07,home_improvement,9 years,yes,90000,10.18,0
1081490,96509611,17000, 60 months,11.39,372.94,home_improvement,10+ years,yes,100000,17.11,0
1245507,116567157,10000, 36 months,10.42,324.65,debt_consolidation,< 1 year,yes,40000,11.58,0
1376656,77359252,20125, 36 months,7.89,629.63,debt_consolidation,10+ years,yes,71780,29.99,0
601795,45324176,19950, 60 months,14.65,470.96,credit_card,1 year,yes,40000,13.83,0
549618,50313896,10000, 36 months,12.69,335.45,debt_consolidation,6 years,yes,35000,30.69,0
369904,63395708,14000, 36 months,8.18,439.88,debt_consolidation,7 years,yes,150000,17.8,0
1595895,70955960,5200, 36 months,6.97,160.49,debt_consolidation,< 1 year,yes,54200,11.78,0
1492844,91526427,6000, 36 months,11.49,197.83,debt_consolidation,3 years,no,25000,28.04,0
1222103,117867676,15000, 36 months,7.21,464.6,debt_consolidation,2 years,yes,106000,21.32,0
661866,39419662,5125, 36 months,14.31,175.94,debt_consolidation,7 years,no,31720,20.7,0
630782,42425108,15200, 36 months,9.99,490.39,debt_consolidation,5 years,yes,80000,24.4,0
48737,31316818,15000, 36 months,10.15,485.07,credit_card,2 years,yes,81000,11.21,1
269680,456262,3100, 36 months,8.94,98.5,debt_consolidation,10+ years,yes,48000,21.75,0
176464,14618889,19750, 36 months,10.99,646.5,credit_card,4 years,yes,45000,18.24,0
1244163,116617911,24000, 36 months,24.85,952.34,debt_consolidation,3 years,no,103000,25.17,0
364541,63546925,20000, 36 months,10.99,654.68,credit_card,7 years,no,50000,13.3,0
1406352,76381687,25000, 60 months,10.75,540.45,credit_card,4 years,no,100000,37.13,0
118124,20879480,10200, 60 months,16.99,253.45,debt_consolidation,2 years,no,69000,18.82,1
759476,107369643,6000, 36 months,14.08,205.3,credit_card,3 years,no,100000,18.55,0
1299477,112409565,10000, 36 months,16.02,351.67,debt_consolidation,5 years,yes,41000,14.26,0
243751,870800,12000, 36 months,5.42,361.92,debt_consolidation,9 years,no,65000,9.12,0
877884,6170367,21000, 36 months,6.03,639.15,debt_consolidation,9 years,yes,104000,12.81,0
920320,3631353,10000, 36 months,11.14,328.06,credit_card,5 years,yes,42000,17.31,0
1179853,85197432,4575, 36 months,16.99,163.09,debt_consolidation,5 years,no,44146,4.84,0
1177473,84920599,4125, 36 months,18.99,151.19,moving,1 year,no,36000,6.5,0
1519435,75750261,10000, 36 months,19.53,369.25,debt_consolidation,10+ years,no,30000,23.2,0
1336993,79493192,15000, 60 months,23.32,425.62,other,10+ years,no,72000,12.38,0
246007,833467,5600, 36 months,7.49,174.17,debt_consolidation,2 years,no,30996,24.74,0
477131,56070253,4000, 36 months,9.99,129.05,debt_consolidation,2 years,no,40000,6.78,0
746780,108619266,10000, 36 months,14.08,342.17,moving,< 1 year,no,35360,26.75,0
526324,51997997,23000, 36 months,12.69,771.54,debt_consolidation,10+ years,no,66000,17.33,1
173302,14580439,28000, 36 months,7.62,872.52,credit_card,8 years,no,125000,17.43,0
917381,3732844,11500, 36 months,13.11,388.1,debt_consolidation,7 years,no,35000,23.1,0
1412500,95557489,32000, 60 months,13.99,744.42,debt_consolidation,3 years,yes,140000,23.44,0
281859,68404389,28000, 60 months,10.78,605.73,credit_card,< 1 year,no,150000,15.31,0
1553935,74671952,10000, 36 months,8.39,315.17,debt_consolidation,10+ years,yes,64300,16.46,0
1445987,93742887,3500, 36 months,11.39,115.24,debt_consolidation,,no,14952,3.21,0
421221,58300984,15000, 36 months,5.32,451.73,credit_card,10+ years,yes,85000,6.88,0
771951,107093751,13000, 36 months,13.99,444.25,credit_card,< 1 year,no,69000,10.16,0
1044622,97749194,25000, 60 months,13.49,575.12,debt_consolidation,5 years,yes,110000,29.62,0
1533734,74945381,20000, 60 months,7.89,404.48,debt_consolidation,10+ years,no,55500,16.06,0
710108,111670878,35000, 36 months,24.85,1388.82,credit_card,10+ years,yes,105000,31.31,0
1549709,73953479,7825, 36 months,19.53,288.94,debt_consolidation,,no,24500,16.02,0
352616,64049217,5550, 36 months,15.41,193.51,debt_consolidation,6 years,yes,16577,8.54,0
1265309,115373387,8000, 36 months,5.32,240.92,debt_consolidation,8 years,no,70300,17.51,0
336679,65323615,30000, 60 months,12.05,668.1,debt_consolidation,10+ years,yes,186000,11.83,0
1291541,113001236,35000, 60 months,30.75,1148.55,debt_consolidation,3 years,yes,186000,20.94,0
1225853,117887246,4200, 36 months,9.93,135.39,moving,< 1 year,no,40000,28.74,0
559347,48916781,5000, 36 months,7.26,154.99,debt_consolidation,3 years,no,43000,17.11,1
226273,10558600,35000, 36 months,10.99,1145.69,credit_card,8 years,yes,210000,4.91,0
521590,52808339,15000, 60 months,8.18,305.44,debt_consolidation,10+ years,yes,149000,10.06,0
264844,526437,8000, 60 months,15.58,192.77,debt_consolidation,4 years,no,38484,22.73,0
1646774,66563812,6000, 36 months,11.99,199.26,credit_card,< 1 year,no,15000,16.08,0
1217921,118245795,15000, 60 months,14.08,349.65,credit_card,< 1 year,yes,24100,64.34,0
1612623,70061837,20000, 60 months,13.99,465.27,credit_card,10+ years,yes,54000,26.42,0
1415224,95198604,3500, 36 months,8.24,110.07,medical,,yes,49000,34.09,0
1593832,70936479,16000, 60 months,9.16,333.38,debt_consolidation,2 years,yes,82000,19.61,0
693423,38424929,15600, 60 months,12.99,354.87,debt_consolidation,8 years,no,45277,11.11,0
